num,dat,guy
3691,2015.09.09,Kris Wilson
3692,2015.09.11,Dave McElfatrick
3693,2015.09.12,Rob DenBleyker
3694,2015.09.17,NA
3695,2015.09.13,Kris Wilson
3696,2015.09.14,Dave McElfatrick
3697,2015.09.15,Rob DenBleyker
3698,2015.09.24,NA
3699,2015.09.16,Kris Wilson
3700,2015.09.18,Dave McElfatrick
3701,2015.09.18,Dave McElfatrick
3702,2015.09.19,Rob DenBleyker
3703,2015.09.20,Kris Wilson
3704,2015.09.21,Dave McElfatrick
3705,2015.09.22,Rob DenBleyker
3706,2015.09.23,Kris Wilson
3707,2015.09.27,Kris Wilson
3708,2015.09.25,Dave McElfatrick
3709,2015.09.26,Rob DenBleyker
3710,2015.10.01,NA
3711,2015.09.28,Dave McElfatrick
3712,2015.09.29,Rob DenBleyker
3713,2015.09.30,Kris Wilson
3714,2015.10.02,Dave McElfatrick
3715,2015.10.03,Rob DenBleyker
3716,2015.10.04,Kris Wilson
3717,2015.10.05,Dave McElfatrick
3718,2015.10.06,Rob DenBleyker
3719,2015.10.07,Kris Wilson
